Traffic_Light_State,Weather_Condition,Traffic_Condition,Latitude,Longitude,Vehicle_Count,Traffic_Speed_kmh,Road_Occupancy_%,Accident_Report,Sentiment_Score,Ride_Sharing_Demand,Parking_Availability,Emission_Levels_g_km,Energy_Consumption_L_h
Red,Clear,High,408.710.870.566.714,-7.374.058.976.659.430,293,41.923.149.794.690.500,5.596.665.151.217.260,0,-3.698.055.328.289.960,7,27,40.907.027.403.540.500,"2299834786448750000,00%"
Red,Rain,High,4.077.866.117.337.480,-7.396.371.354.657.030,237,62.134.654.348.708.600,3.312.226.927.828.060,0,-6.605.535.651.976.400,5,35,3.135.897.710.755.750,"216900426028549000,00%"
Red,Rain,High,4.073.717.362.833.230,-7.379.950.078.263.200,273,10.243.463.412.041.600,19.595.822.105.288.300,0,-2.928.716.576.706.600,24,35,6.715.843.708.822.520,"1592903243754910000,00%"
Red,Fog,High,4.065.391.406.660.910,-7.375.548.710.506.490,281,670.602.896.883.617,11.958.625.166.600.100,0,-6.937.191.334.565.640,34,5,4.290.221.037.564.330,"189836633787630000,00%"
Red,Clear,High,407.563.257.870.674,-737.457.611.769.764,218,7.026.360.126.406.280,330.920.935.235.306,0,-4.346.613.419.929.840,91,4,3.294.515.769.506.550,"2165954858870690000,00%"
Green,Fog,High,4.087.189.569.744.480,-738.074.601.176.375,265,3.391.326.027.447.000,6.992.568.643.802.700,1,-766.875.624.445.543,88,38,14.607.143.018.707.100,"2999541595175980000,00%"
Yellow,Rain,High,4.078.164.634.333.030,-7.382.664.568.446.030,76,30.071.477.529.215.000,9.830.099.756.851.120,0,-4.250.959.216.114.920,70,10,21.448.269.102.115.500,"173172825627634000,00%"
Green,Fog,High,40.691.732.163.584.200,-7.376.927.616.936.690,244,10.108.864.530.388.700,35.136.939.243.515.100,0,-33.991.501.930.778.000,31,46,42.788.997.054.029.700,"88367317782529500,00%"
Red,Snow,High,40.688.806.743.615,-7.383.086.504.886.760,234,2.450.354.781.052.490,26.468.457.138.611.500,0,6.040.206.165.622.870,54,8,3.195.614.713.826.390,"1856460478665480000,00%"
Red,Rain,High,4.089.992.336.937.890,-7.375.748.187.257.130,259,7.439.700.522.151.890,5.523.424.619.438.100,0,-9.760.228.456.449.610,44,25,37.300.666.060.916.300,"6048787736039200,00%"
Red,Clear,High,4.076.308.976.161.140,-7.382.898.508.445.310,244,23.322.283.694.655.800,979.137.365.103.581,0,-648.758.840.808.481,18,23,4.294.601.303.469.000,"2287702611979460000,00%"
Yellow,Rain,High,4.077.902.908.842.050,-7.376.827.696.094.400,100,9.437.356.463.521.770,10.803.855.749.080.400,0,34.026.550.937.856.900,32,10,49.247.835.391.965.500,"28800699240942700,00%"
Yellow,Snow,High,40.759.909.700.136.000,-7.378.317.807.288.030,293,3.637.910.796.765.540,8.296.993.724.089.340,0,-38.178.547.789.095.600,60,9,8.459.010.821.087.380,"1106204551730200000,00%"
Red,Rain,High,4.065.094.395.526.710,-7.388.591.958.115.750,226,2.318.650.328.161.950,19.060.978.282.840.900,0,-1.799.611.255.695.470,37,35,3.246.671.204.615.860,"2176415073558900000,00%"
Green,Snow,High,4.071.100.208.928.350,-7.382.523.243.128.970,280,5.171.736.224.978.540,6.902.413.496.218.190,0,-8.865.689.476.529.490,17,39,35.402.224.743.080.200,"2737694931113770000,00%"
Yellow,Rain,High,4.073.699.596.766.790,-738.780.870.921.457,144,6.793.592.604.394.970,8.628.008.012.262.620,0,37.804.234.862.198.700,76,37,37.611.065.632.286.900,"1133386836349480000,00%"
Green,Snow,High,40.794.708.620.525.700,-7.372.901.203.228.250,11,55.170.823.911.518.200,8.370.923.594.318.570,0,-6.095.205.723.448.850,6,7,25.233.200.273.710.700,"2541803511785650000,00%"
Yellow,Snow,High,4.060.781.375.589.220,-7.381.554.169.084.610,104,7.752.843.535.019.770,8.618.538.121.739.240,0,11.380.913.706.438.300,96,1,43.952.671.442.087.800,"1173679102272260000,00%"
Red,Snow,High,40.615.365.777.692.200,-7.386.907.903.106.640,26,1.451.073.394.588.630,4.079.428.752.320.160,0,357.990.286.708.308,70,10,14.471.322.981.413.900,"93072908147852300,00%"
Green,Rain,High,40.745.202.244.628.700,-7.397.305.655.713.170,175,11.139.298.111.151.100,9.557.984.452.510.140,0,639.412.393.089.207,98,47,15.996.551.702.193.800,"94073155672284700,00%"
Green,Snow,High,4.061.363.165.493.020,-7.392.817.683.456.870,223,7.108.791.237.825.280,5.511.267.169.704.220,0,3.640.602.934.776.250,72,38,30.946.286.272.361.100,"192149866703326000,00%"
Green,Rain,High,40.620.327.548.701.600,-7.371.466.284.671.180,211,5.166.504.036.623.980,7.308.193.716.856.380,0,35.237.928.294.921.300,19,30,3.261.939.073.402.270,"1997664780285620000,00%"
Red,Clear,High,4.072.469.617.331.540,-7.380.714.114.452.490,58,3.436.342.389.882.020,16.707.087.629.467.600,1,7.406.811.916.402.340,14,37,8.289.513.400.328.610,"196132330479997000,00%"
Red,Rain,High,40.653.271.413.668.500,-737.197.706.312.855,153,18.422.252.387.262.700,4.545.820.186.510.220,0,9.845.690.227.131.240,32,20,44.034.213.839.854.200,"204951148366518000,00%"
Red,Fog,High,4.088.120.247.303.090,-7.376.967.386.117.230,163,1.751.184.006.738.670,9.954.855.269.784.390,1,-7.784.964.330.449.070,4,36,3.524.463.075.702.740,"1075487670907200000,00%"
Green,Rain,High,40.869.765.752.088.600,-7.399.437.960.947.420,256,16.348.759.860.379.500,5.443.599.727.357.190,0,-7.612.989.124.730.380,49,30,4.240.671.481.443.040,"1217141746166850000,00%"
Red,Fog,High,40.653.572.975.736.300,-7.396.482.698.130.410,202,19.661.751.628.509.700,13.264.231.230.070.500,0,8.524.924.869.957.640,81,5,1.772.778.855.521.960,"2042735331464050000,00%"
Yellow,Snow,High,40.772.333.351.090.400,-7.399.689.307.393.070,251,21.170.433.439.033.800,5.990.039.139.758.480,0,-4.480.510.313.607.290,14,25,2.648.383.711.868.450,"257375689682077000,00%"
Green,Clear,High,407.442.892.236.101,-7.388.718.639.137.570,290,10.211.335.822.121.700,8.295.215.714.458.620,1,57.572.504.734.118.200,51,45,2.280.016.419.205.790,"1165158415726190000,00%"
Yellow,Fog,High,4.063.831.577.891.650,-737.303.066.574.558,254,5.088.414.949.501.850,2.138.768.463.369.880,0,46.473.019.710.078.100,39,18,8.237.785.139.592.100,"660188277715759000,00%"
Green,Rain,High,4.073.272.035.404.300,-7.391.796.466.880.590,290,6.241.342.215.224.720,7.362.024.315.563.690,0,6.747.594.212.910.470,92,26,1.672.422.429.992.760,"2724095960147790000,00%"
Green,Fog,High,407.153.322.692.518,-7.386.462.335.049.990,123,99.678.084.880.386,3.723.431.556.787.310,0,7.167.114.042.037.020,5,0,22.014.910.738.792.300,"1103982895895560000,00%"
Yellow,Rain,High,4.083.518.817.215.910,-7.370.025.673.249.030,134,1.688.853.963.585.880,4.223.776.214.347.130,0,13.747.333.907.538.200,9,16,1.455.424.578.359.790,"1653866922523800000,00%"
Yellow,Rain,High,408.513.910.627.492,-7.374.256.786.507.910,291,732.168.656.574.763,4.788.400.886.508.700,0,-6.298.682.767.663.940,80,0,21.450.903.627.561.600,"172328489193299000,00%"
Green,Rain,High,4.083.855.729.591.240,-739.441.825.313.935,52,354.724.967.389.907,8.240.851.381.292.770,0,4.187.120.686.884.140,28,47,2.912.265.176.244.800,"1690924730000320000,00%"
Green,Fog,High,40.750.201.314.426.400,-7.395.564.657.209.870,32,1.467.288.452.066.910,6.590.240.205.180.130,0,-3.815.731.352.574.730,33,28,25.284.651.663.376.600,"532921189922074000,00%"
Green,Clear,High,40.724.188.273.567.700,-7.376.271.707.017.650,106,25.447.719.747.635.000,8.154.717.180.070.470,0,2.822.877.838.954.090,78,16,30.590.285.089.286.100,"2854417856266280000,00%"
Yellow,Snow,High,4.083.556.872.653.330,-7.391.569.092.672.190,137,28.557.145.523.656,9.009.012.227.834.390,1,371.137.715.308.389,12,9,4.291.962.803.416.790,"1408982705247460000,00%"
Green,Clear,High,40.685.574.228.949.200,-7.380.071.047.074.410,204,2.592.234.495.281.070,2.278.863.034.978.810,0,-11.568.328.843.276.300,61,5,28.057.279.692.137.500,"1250478532605820000,00%"
Green,Snow,High,4.070.739.425.956.310,-7.377.966.578.243.330,216,31.457.377.829.716.400,8.444.636.382.752.610,0,-25.359.419.296.858.700,5,31,14.322.147.244.059.100,"1101257203504840000,00%"
Red,Fog,High,40.640.389.604.627.300,-737.523.293.379.096,256,5.667.813.799.446.750,891.596.701.779.811,0,9.962.371.894.040.310,86,6,1.527.817.567.643.810,"270958131696402000,00%"
Green,Snow,High,40.717.415.860.629.000,-7.373.842.606.553.260,278,48.897.169.720.693.700,1.929.110.456.497.980,0,9.358.560.296.159.100,6,26,3.670.954.089.296.270,"207427871835752000,00%"
Green,Clear,High,4.065.583.650.208.660,-738.631.553.824.657,233,5.246.787.047.933.580,30.462.445.613.927.000,0,-3.131.505.350.379.160,17,25,9.594.375.791.083.050,"1978977267454360000,00%"
Red,Rain,High,4.060.127.846.691.880,-7.381.338.046.705.170,117,5.811.048.180.329.450,8.056.065.227.857.000,0,-510.967.538.110.374,34,17,33.465.369.534.276.400,"264382946772374000,00%"
Red,Clear,High,40.860.973.987.443.500,-7.382.405.497.799.270,202,43.831.677.263.380.000,36.495.475.149.379.600,0,-34.832.168.646.628.500,68,25,4.461.989.420.049.080,"121584998262320000,00%"
Green,Rain,High,4.085.142.841.480.330,-7.397.562.915.336.140,173,11.417.898.280.868.700,15.711.274.595.396.900,0,-7.620.589.783.476.430,58,0,4.608.937.463.575.720,"1153405764225900000,00%"
Green,Fog,High,40.841.453.165.004.300,-737.169.538.722.787,229,51.065.439.724.856.300,6.358.509.502.011.070,1,-7.266.577.441.275.180,9,14,4.724.454.258.010.460,"80773811856439600,00%"
Red,Snow,High,40.831.008.506.622.500,-7.380.742.142.336.300,13,28.127.881.016.629.300,9.072.117.508.347.680,0,-14.654.624.218.899.600,61,14,1.471.562.501.199.680,"2302169140659490000,00%"
Yellow,Clear,High,407.875.878.675.151,-7.378.327.479.597.240,31,4.739.309.137.883.270,9.223.308.951.293.130,0,-8.106.336.459.302.810,38,15,4.326.550.144.403.910,"1301365616679530000,00%"
Red,Rain,High,4.083.546.340.611.750,-7.372.099.546.453.000,15,3.908.393.320.613.730,9.665.529.200.659.690,0,-9.169.210.378.123.410,97,14,21.201.120.322.563.500,"1533645623690830000,00%"
Red,Snow,High,4.061.193.716.723.240,-7.395.897.032.302.770,222,7.431.310.321.734.240,7.156.162.300.729.550,0,9.201.321.029.215.690,34,44,680.058.104.575.168,"2968857859909130000,00%"
Green,Clear,High,40.654.733.769.341.200,-7.393.598.287.689.450,161,3.388.103.772.077.760,7.172.906.208.191.840,1,2.754.426.233.831.070,58,13,13.372.292.753.361.100,"6423297801244570000,00%"
Red,Clear,High,4.067.258.010.044.680,-7.375.633.850.731.250,70,7.229.984.566.473.510,3.538.716.562.948.820,1,-7.377.449.433.994.820,3,7,2.609.003.436.771.850,"155076380960806000,00%"
Green,Fog,High,40.615.963.906.584.200,-7.376.146.912.538.230,284,4.124.746.641.649.850,7.638.054.633.978.920,1,-9.991.238.828.276.000,99,16,3.452.879.760.143.130,"2107419165683330000,00%"
Green,Rain,High,4.077.150.355.185.050,-7.376.988.629.398.180,203,790.098.544.727.801,6.788.638.958.474.220,0,7.626.798.847.896.100,91,27,2.627.765.871.153.510,"128799691625260000,00%"
Yellow,Rain,High,4.080.657.397.582.680,-7.389.839.089.434.700,251,59.993.748.316.010.100,6.746.346.461.401.290,0,17.882.239.061.900.800,64,29,2.118.497.661.483.630,"743137433230164000,00%"
Red,Clear,High,4.085.644.440.367.000,-7.390.259.417.031.830,205,51.335.316.671.195.400,13.180.593.381.548.300,0,-8.544.343.691.809.000,75,4,35.313.547.647.558.500,"2460389648815140000,00%"
Yellow,Snow,High,4.081.399.097.472.110,-739.525.939.086.962,68,6.829.234.969.799.290,9.099.640.156.364.080,0,8.752.386.064.894.470,83,34,45.843.268.901.700.300,"134688737767489000,00%"
Red,Fog,High,4.061.626.795.847.120,-7.388.546.865.995.620,135,10.880.376.809.015.700,10.663.131.102.471.200,0,-9.829.405.942.837.340,68,21,345.997.835.028.707,"2158373688136450000,00%"
Green,Fog,High,4.065.229.977.893.800,-7.387.421.284.994.090,104,53.253.125.514.076.100,61.954.987.716.299.400,1,-6.964.815.522.325.010,59,48,17.843.713.824.635.000,"2060640764101110000,00%"
Green,Snow,High,4.070.431.409.813.050,-7.385.794.499.959.140,286,3.663.096.247.073.160,8.206.851.109.307.320,0,-3.822.003.309.659.810,30,46,22.072.393.815.277.300,"1776062730878940000,00%"
Yellow,Snow,High,40.745.639.939.715.500,-7.379.007.178.680.200,204,11.694.447.393.308.100,8.323.507.043.781.600,0,-34.957.247.853.370.800,6,42,10.055.695.126.118.000,"275860980158583000,00%"
Green,Fog,High,40.867.380.494.276.800,-7.370.654.878.030.760,289,49.187.818.432.348.200,6.431.510.972.561.640,0,-2.095.675.297.404.170,23,11,1.233.456.076.626.900,"1838570718247500000,00%"
Green,Snow,High,4.083.540.283.427.930,-7.371.753.348.231.130,158,53.753.544.734.949.900,7.114.737.942.267.880,0,-6.973.519.500.630.140,2,29,33.530.005.528.289.200,"958764995316017000,00%"
Yellow,Snow,High,40.666.530.829.916.500,-737.755.693.971.231,190,13.315.189.837.159.500,2.735.378.681.328.510,0,-4.242.862.889.075.720,79,44,10.916.378.691.426.400,"1207845739511860000,00%"
Green,Fog,High,4.083.173.674.318.890,-7.388.304.754.377.820,39,15.194.341.583.320.300,1.658.720.253.495.870,0,-7.501.510.057.890.850,44,29,20.542.728.948.043.300,"2813095592947650000,00%"
Green,Rain,High,40.757.726.332.202.000,-7.398.769.864.616.460,223,4.849.629.355.224.580,6.010.276.798.647.430,0,9.102.735.107.857.610,54,41,4.372.270.425.573.350,"1111007906557450000,00%"
Red,Rain,High,4.084.997.750.398.530,-7.372.317.660.753.770,204,6.751.269.796.658.280,2.259.972.910.317.730,1,-647.723.721.639.665,7,32,2.686.411.958.280.540,"906382586143531000,00%"
Green,Rain,High,4.065.163.382.014.440,-7.397.685.499.970.690,223,6.208.847.481.661.670,244.881.108.500.082,0,7.467.108.737.646.640,80,24,40.396.399.333.144.600,"945768503655818000,00%"
Green,Fog,High,40.750.525.077.638.600,-738.070.541.709.533,296,3.347.451.102.785.200,11.937.201.421.176.400,1,-3.585.793.512.264.830,76,21,36.689.981.538.770.800,"84307620384113400,00%"
Yellow,Rain,High,4.067.066.292.924.270,-7.379.606.893.991.060,218,6.139.505.301.444.720,7.608.918.889.168.740,0,48.163.037.275.812.400,71,18,3.847.444.582.003.540,"766523016174023000,00%"
Red,Clear,High,4.060.806.431.175.620,-7.385.648.755.686.020,235,6.413.811.143.700.040,809.789.113.335.575,0,-3.752.586.834.572.370,82,20,4.552.976.281.249.850,"1498976707040750000,00%"
Red,Rain,High,4.081.703.724.254.340,-7.372.629.712.325.930,283,23.949.112.846.930.400,4.838.036.704.481.360,0,-46.564.983.969.797,36,47,5.224.920.775.496.320,"1142961501117780000,00%"
Green,Clear,High,40.756.229.082.299.400,-7.382.810.913.952.470,205,5.180.674.552.453.990,6.494.120.180.861.500,0,3.336.942.986.126.740,26,8,11.416.894.900.207.900,"272772025841335000,00%"
Yellow,Rain,High,4.068.618.373.057.620,-7.384.904.140.184.840,299,4.401.646.857.883.420,6.628.241.651.070.370,0,7.230.576.190.351.660,99,44,292.687.045.268.625,"647582598076521000,00%"
Red,Snow,High,408.240.655.901.009,-7.381.023.027.616.120,209,6.925.046.752.687.880,24.163.692.086.604.400,0,5.866.324.885.686.270,75,28,3.505.623.550.918.740,"204169908647169000,00%"
Yellow,Clear,High,4.079.154.058.875.390,-73.852.728.609.101,238,47.548.189.933.841.800,7.223.102.354.450.470,1,9.347.465.785.163.000,86,0,34.499.500.849.131.300,"946818743719405000,00%"
Yellow,Snow,High,4.081.427.027.593.670,-738.317.356.288.871,48,7.231.880.261.116.960,16.333.739.090.898.000,0,7.433.977.031.039.270,59,23,4.170.053.306.558.590,"114263338614774000,00%"
Green,Fog,High,4.063.940.171.613.300,-7.395.882.490.391.610,217,50.654.714.492.534.600,17.338.903.252.724.300,0,2.296.553.615.909.910,81,8,473.845.630.584.938,"2098524449355430000,00%"
Yellow,Rain,High,4.081.976.740.725.240,-7.393.336.065.097.680,169,14.153.315.227.300.600,96.876.287.511.394,0,-4.780.579.535.184.450,12,37,1.590.160.929.433.740,"754348046504648000,00%"
Red,Clear,High,4.062.272.684.643.740,-7.390.219.693.143.580,214,5.649.523.014.898.070,1.060.335.848.887.290,0,12.789.862.394.756.100,33,18,35.724.194.444.692.400,"986238260532250000,00%"
Yellow,Fog,High,4.065.709.869.520.800,-7.372.946.980.525.040,35,3.914.771.570.788.830,5.514.881.742.873.720,1,-8.882.757.621.925.590,24,49,4.058.304.219.368.760,"2391271412970790000,00%"
Green,Clear,High,4.083.107.788.249.140,-7.374.454.881.017.280,239,38.224.359.863.979.000,4.181.151.224.713.480,0,-6.826.791.854.888.930,89,39,3.868.505.453.607.010,"2539703226959930000,00%"
Green,Fog,High,4.069.186.150.256.470,-7.385.883.960.272.140,239,4.696.653.947.865.080,6.644.367.032.689.320,0,-4.317.293.940.266.150,91,10,35.339.755.215.299.200,"168268027406170000,00%"
Red,Clear,High,40.684.977.788.274.900,-737.768.455.060.841,295,5.170.026.172.076.070,9.955.901.010.895.820,0,9.855.475.617.550.470,16,11,2.683.773.499.932.680,"2381148258367070000,00%"
Red,Snow,High,4.067.351.481.543.760,-7.398.699.511.474.950,202,5.293.625.675.208.690,7.085.395.466.350.460,0,9.888.248.417.063.650,28,6,45.977.030.113.937.000,"773594586980237000,00%"
Green,Fog,High,4.088.729.613.816.420,-7.372.964.567.449.360,265,25.863.518.063.349.000,707.180.730.362.365,0,7.044.806.004.379.370,7,33,55.047.748.837.485.500,"845569666807498000,00%"
Green,Fog,High,4.082.610.215.743.780,-7.377.737.357.557.810,249,7.427.918.109.006.140,5.922.600.014.319.470,0,-21.605.857.850.458.100,70,14,24.326.225.612.050.600,"20240189208251200,00%"
Red,Snow,High,4.076.451.185.273.410,-7.385.728.617.121.420,271,5.688.297.555.244.330,38.377.454.878.746.000,0,6.828.788.147.088.590,2,39,4.238.064.043.194.430,"2725583162652520000,00%"
Yellow,Fog,High,4.074.069.171.231.590,-7.372.625.149.574.140,110,4.844.585.678.057.910,9.892.535.150.337.160,0,3.010.597.040.794.530,44,3,7.909.570.227.607.560,"850864149618188000,00%"
Green,Fog,High,4.080.336.168.320.420,-7.387.712.799.164.740,123,55.595.288.332.362.900,8.571.393.087.153.710,0,9.565.365.171.472.500,51,15,12.828.201.839.568.100,"201152615572395000,00%"
Green,Snow,High,40.652.682.126.795.000,-7.388.153.109.595.750,270,3.466.347.694.475.810,7.171.892.018.932.260,0,5.949.736.589.040.110,79,10,3.447.970.675.797.870,"2508633963451540000,00%"
Red,Rain,High,4.075.415.427.520.270,-7.382.998.778.362.190,40,16.065.833.757.133.500,6.715.006.959.410.080,0,-9.527.516.814.185.690,76,26,9.487.813.951.166.030,"2878009770697820000,00%"
Green,Rain,High,4.074.247.518.717.400,-737.599.732.566.813,82,33.650.458.110.025.800,1.702.754.983.655.350,1,4.826.748.993.444.740,55,47,17.404.289.444.229.500,"2852176677061970000,00%"
Green,Fog,High,40.660.088.487.924.400,-7.377.856.690.804.070,237,781.433.407.488.453,18.206.267.411.436.600,0,-7.332.306.897.000.530,53,31,12.069.663.191.871.000,"185052428338840000,00%"
Yellow,Fog,High,40.827.348.123.502.700,-7.393.731.204.249.070,251,26.129.129.207.809.100,3.363.225.281.732.510,0,2.220.998.639.990.650,75,28,3.030.306.812.104.790,"1187860108253560000,00%"
Green,Rain,High,4.083.068.878.376.680,-739.906.728.111.346,82,7.768.123.898.076.130,9.893.911.170.810.170,0,-24.649.071.756.758.000,93,21,41.633.764.657.053.100,"856377698671699000,00%"
Yellow,Clear,High,40.743.694.080.370.300,-737.502.630.348.635,298,5.796.602.222.173.820,255.017.784.243.716,0,-9.728.185.738.040.250,36,41,208.016.112.342.533,"137855821946038000,00%"
Green,Rain,High,40.784.389.033.999.300,-7.382.693.409.984.300,79,5.601.004.658.367.290,9.602.427.949.584.930,0,3.036.205.388.345.830,31,42,2.858.299.869.389.810,"216692313955700,00%"
Yellow,Rain,High,40.663.965.711.593.500,-7.373.570.320.136.640,66,25.994.552.335.584.500,8.453.422.556.400.260,0,7.712.175.634.187.490,7,33,33.172.257.178.456.600,"562145854268224000,00%"
Green,Clear,High,4.080.681.935.619.320,-737.415.683.310.868,226,2.409.073.902.207.220,3.809.747.530.979.260,0,9.757.776.128.597.310,27,29,3.523.252.165.160.300,"105773643274066000,00%"
Yellow,Fog,High,4.066.122.037.055.040,-7.399.101.272.023.920,248,64.299.980.117.633.900,16.626.999.298.072.900,0,656.274.462.695.118,76,30,12.784.385.069.375.000,"2696902148201230000,00%"
Red,Snow,High,4.088.929.348.090.290,-737.244.148.080.356,103,1.510.577.479.374.340,8.348.038.196.899.620,0,6.675.794.850.112.420,44,25,30.766.041.386.615.000,"1640049504052190000,00%"
Green,Clear,High,40.767.694.707.553.900,-7.383.770.000.804.750,23,10.559.859.023.913.000,9.285.061.255.881.400,1,651.298.527.663.329,76,23,2.997.867.354.081.790,"735435100569080000,00%"
Green,Fog,High,40.841.548.504.165.700,-7.394.219.548.591.710,297,12.530.017.475.912.800,4.781.842.772.063.870,0,32.550.638.102.719.200,93,38,25.351.527.961.121.700,"1559475849718840000,00%"
Green,Clear,High,4.083.133.967.014.420,-7.391.411.730.970.980,224,43.629.725.924.999.000,6.318.984.259.342.830,0,895.306.261.039.611,4,47,325.448.565.934.514,"1812471910841190000,00%"
